timestamp,store_id,sku,unit,unit_price,transaction_id,qty,cost_price,expiry_date,inventory_open,inventory_close,waste_units
2016-06-15,Tashan Bama,Rice (imported),2.8 KG,1100.0,8567,95,815.7992329766381,2016-11-08,121,22,0
2016-06-15,Tashan Bama,Rice (local),2.7 KG,771.0,8568,60,626.0361756852382,2016-07-16,98,34,3
2016-06-15,Tashan Bama,Yam,2.5 KG,343.0,8569,15,297.0810425256937,2017-04-02,41,24,4
2016-06-15,Tashan Bama,Fish,KG,67.0,8570,2,54.537122316344366,2016-10-25,4,0,4
2016-06-15,Tashan Bama,Meat (beef),KG,1066.7,8571,87,759.4090434733686,2016-08-28,124,33,4
2016-06-15,Tashan Bama,Meat (goat),KG,1066.7,8572,71,930.3100111694746,2017-01-31,114,39,3
2016-06-15,Tashan Bama,Milk (powder),400 G,600.0,8573,64,453.4190969890492,2017-06-01,113,45,4
2016-06-15,Tashan Bama,Oil (palm),L,333.0,8574,36,274.55584795445435,2016-06-23,78,38,4
2016-06-15,Tashan Bama,Oil (vegetable),L,400.0,8575,13,308.78723619579534,2016-09-20,38,21,2
2016-06-15,Tashan Bama,Beans (red),2.5 KG,577.0,8576,65,516.6757549210098,2017-01-22,70,5,2
2016-06-15,Tashan Bama,Beans (white),2.5 KG,481.0,8577,40,393.8780658366224,2017-03-19,87,47,3
2016-06-15,Tashan Bama,Groundnuts,2.2 KG,700.0,8578,29,495.41009736218865,2017-01-16,51,19,1
2016-06-15,Tashan Bama,Onions,0.5 KG,43.3,8579,2,30.445092518354638,2016-09-13,22,19,0
2016-07-15,Tashan Bama,Maize flour,2.1 KG,360.0,8955,94,321.7267176682418,2016-12-08,117,19,3
2016-07-15,Tashan Bama,Rice (imported),2.8 KG,1000.0,8956,45,758.199355143479,2016-09-19,90,44,1
2016-07-15,Tashan Bama,Rice (local),2.7 KG,766.0,8957,48,655.663233009862,2017-02-04,78,29,4
2016-07-15,Tashan Bama,Yam,2.5 KG,294.0,8958,99,245.70175250971855,2017-01-11,102,3,4
2016-07-15,Tashan Bama,Fish,KG,67.0,8959,41,59.057975906907295,2017-06-08,43,0,0
2016-07-15,Tashan Bama,Meat (beef),KG,966.7,8960,4,756.1232695882071,2016-08-06,49,45,4
2016-07-15,Tashan Bama,Meat (goat),KG,933.3,8961,21,743.5299751777902,2016-07-25,67,46,1
2016-07-15,Tashan Bama,Milk (powder),400 G,800.0,8962,23,584.5827946188249,2016-10-08,58,31,2
2016-07-15,Tashan Bama,Oil (palm),L,351.0,8963,82,286.2712994047226,2017-02-21,117,35,2
2016-07-15,Tashan Bama,Oil (vegetable),L,402.0,8964,67,308.2371037159826,2017-04-27,111,42,2
2016-07-15,Tashan Bama,Beans (red),2.5 KG,583.0,8965,43,517.6519763892865,2016-10-19,66,22,2
2016-07-15,Tashan Bama,Beans (white),2.5 KG,673.0,8966,86,561.7381458157834,2016-09-16,96,10,3
2016-07-15,Tashan Bama,Groundnuts,2.2 KG,706.0,8967,48,554.2948926778851,2017-05-12,49,0,1
2016-07-15,Tashan Bama,Onions,0.5 KG,50.0,8968,57,41.255111713198964,2017-02-09,76,15,1
2016-08-15,Tashan Bama,Maize flour,2.1 KG,565.0,9360,75,465.6164519020872,2017-02-23,91,12,1
2016-08-15,Tashan Bama,Millet,2.6 KG,464.0,9361,98,372.8013484425473,2017-06-12,121,22,4
2016-08-15,Tashan Bama,Rice (imported),2.8 KG,1100.0,9362,57,848.1654476871083,2017-05-30,98,39,0
2016-08-15,Tashan Bama,Rice (local),2.7 KG,868.0,9363,42,642.4405734646851,2016-12-28,61,16,1
2016-08-15,Tashan Bama,Yam,2.5 KG,331.0,9364,29,289.79624397645966,2017-04-15,35,6,1
2016-08-15,Tashan Bama,Eggs,30 pcs,900.0,9365,50,699.7144187395719,2016-12-03,75,21,0
2016-08-15,Tashan Bama,Fish,KG,100.0,9366,93,73.11453974691176,2017-02-11,94,0,2
2016-08-15,Tashan Bama,Meat (beef),KG,1000.0,9367,21,712.2537756496582,2017-05-11,27,5,2
2016-08-15,Tashan Bama,Meat (goat),KG,900.0,9368,53,703.6586539814735,2017-04-23,100,47,2
2016-08-15,Tashan Bama,Milk (powder),400 G,400.0,9369,49,305.56484599750536,2017-06-10,53,1,2
2016-08-15,Tashan Bama,Oil (palm),L,367.0,9370,16,292.70052494485253,2016-10-31,54,37,1
2016-08-15,Tashan Bama,Oil (vegetable),L,400.0,9371,48,292.51965973102745,2016-12-02,60,8,3
2016-08-15,Tashan Bama,Beans (red),2.5 KG,673.0,9372,88,500.56734316892806,2017-07-06,105,16,2
2016-08-15,Tashan Bama,Groundnuts,2.2 KG,700.0,9373,48,538.3646676610077,2017-04-10,50,2,4
2016-08-15,Tashan Bama,Onions,0.5 KG,75.0,9374,4,59.477765192130214,2017-03-23,21,13,4
2016-09-15,Tashan Bama,Maize flour,2.1 KG,404.0,9775,65,315.9009787677923,2017-07-26,74,5,3
2016-09-15,Tashan Bama,Rice (imported),2.8 KG,1000.0,9776,81,790.0586199969894,2017-06-24,115,32,3
2016-09-15,Tashan Bama,Rice (local),2.7 KG,771.0,9777,99,556.2987974092109,2016-12-07,134,34,0
2016-09-15,Tashan Bama,Yam,2.5 KG,294.0,9778,71,236.41157159288394,2016-11-16,95,20,2
2016-09-15,Tashan Bama,Eggs,30 pcs,833.3,9779,29,717.2088634033626,2017-06-07,77,46,0
2016-09-15,Tashan Bama,Fish,KG,150.0,9780,83,118.80614917118642,2016-12-25,107,20,3
2016-09-15,Tashan Bama,Meat (beef),KG,1000.0,9781,27,817.0748392905073,2017-02-15,50,21,0
2016-09-15,Tashan Bama,Meat (goat),KG,1100.0,9782,82,895.8617299417664,2017-01-06,121,39,4
2016-09-15,Tashan Bama,Milk (powder),400 G,800.0,9783,88,652.7696078726185,2016-12-18,124,32,4
2016-09-15,Tashan Bama,Oil (palm),L,487.0,9784,53,383.92263187199705,2017-06-25,89,34,4
2016-09-15,Tashan Bama,Oil (vegetable),L,500.0,9785,78,383.8643595202515,2017-03-04,113,32,3
2016-09-15,Tashan Bama,Beans (red),2.5 KG,577.0,9786,2,407.0423896228623,2017-06-26,5,3,3
2016-09-15,Tashan Bama,Beans (white),2.5 KG,554.0,9787,37,455.70653169922855,2016-10-07,43,4,1
2016-09-15,Tashan Bama,Groundnuts,2.2 KG,650.0,9788,49,525.8485728566598,2016-10-14,67,17,2
2016-09-15,Tashan Bama,Bananas,1.3 KG,266.7,9789,68,204.6926500155959,2017-04-07,81,12,1
2016-09-15,Tashan Bama,Onions,0.5 KG,50.0,9790,88,38.351157809083475,2017-06-06,121,31,3
2016-09-15,Tashan Bama,Oranges,400 G,106.7,9791,36,82.69550775176934,2017-09-06,53,13,0
2016-09-15,Tashan Bama,Spinach,300 G,50.0,9792,12,42.66608541979368,2017-03-09,50,34,3
2016-09-15,Tashan Bama,Watermelons,2.1 KG,150.0,9793,32,131.6240583045679,2017-04-17,58,26,3
2016-10-15,Tashan Bama,Maize flour,2.1 KG,404.0,10188,36,310.83676074396334,2017-09-02,39,0,2
2016-10-15,Tashan Bama,Rice (imported),2.8 KG,1100.0,10189,13,944.4497782477766,2017-02-13,43,27,4
2016-10-15,Tashan Bama,Rice (local),2.7 KG,771.0,10190,61,670.2516221096629,2017-10-07,76,13,4
2016-10-15,Tashan Bama,Yam,2.5 KG,221.0,10191,48,156.24010167811554,2016-11-13,80,31,4
2016-10-15,Tashan Bama,Eggs,30 pcs,800.0,10192,9,672.37116134079,2017-10-08,47,36,1
2016-10-15,Tashan Bama,Fish,KG,100.0,10193,20,86.00930909247334,2017-02-22,36,16,2
2016-10-15,Tashan Bama,Meat (beef),KG,1200.0,10194,53,1074.3973665756805,2017-06-08,70,16,3
2016-10-15,Tashan Bama,Meat (goat),KG,1200.0,10195,25,1008.4888714275061,2017-01-01,34,7,0
2016-10-15,Tashan Bama,Milk (powder),400 G,400.0,10196,77,324.14301214292556,2017-08-06,77,0,2
2016-10-15,Tashan Bama,Oil (palm),L,533.0,10197,67,390.21519327933197,2017-03-12,70,0,2
2016-10-15,Tashan Bama,Oil (vegetable),L,520.0,10198,98,397.0931870358925,2017-05-18,110,8,4
2016-10-15,Tashan Bama,Beans (red),2.5 KG,481.0,10199,78,341.39436625871076,2017-03-24,111,32,1
