timestamp,store_id,sku,unit,unit_price,transaction_id,qty,cost_price,expiry_date,inventory_open,inventory_close,waste_units
2014-07-15,Dandume,Bread,Unit,180.0,2749,77,138.62900141923063,2015-06-03,115,38,1
2014-07-15,Dandume,"Cassava meal (gari, yellow)",100 KG,8900.0,2750,46,7878.070388837329,2015-01-08,64,17,1
2014-07-15,Dandume,Gari (white),100 KG,7250.0,2751,62,6346.409568919913,2014-12-09,103,38,3
2014-07-15,Dandume,Maize (white),100 KG,4650.0,2752,49,4061.3036759123734,2014-09-10,50,0,2
2014-07-15,Dandume,Maize (yellow),100 KG,5800.0,2753,84,4658.752011465717,2014-12-05,114,27,4
2014-07-15,Dandume,Millet,100 KG,6200.0,2754,23,5232.276637507063,2014-11-29,42,17,4
2014-07-15,Dandume,Rice (imported),50 KG,11500.0,2755,82,10328.329781294968,2015-02-19,97,13,2
2014-07-15,Dandume,Rice (local),100 KG,15500.0,2756,95,11505.896888376461,2015-05-20,142,47,0
2014-07-15,Dandume,Sorghum (brown),100 KG,4650.0,2757,24,3917.865383864705,2015-02-12,55,28,4
2014-07-15,Dandume,Sorghum (white),100 KG,5200.0,2758,13,4138.369303305619,2014-10-04,54,37,3
2014-07-15,Dandume,Yam,100 KG,7143.0,2759,42,5944.907120396299,2015-06-08,78,32,1
2014-07-15,Dandume,Fuel (diesel),L,165.0,2760,84,117.28161750350051,2014-11-12,103,16,1
2014-07-15,Dandume,Fuel (petrol-gasoline),L,97.0,2761,98,84.01512267953406,2015-01-09,121,22,4
2014-07-15,Dandume,Oil (palm),L,1350.0,2762,73,1111.6252135107425,2014-12-16,112,36,4
2014-07-15,Dandume,Cowpeas (brown),100 KG,14900.0,2763,66,10794.187694249096,2015-04-11,110,41,1
2014-07-15,Dandume,Cowpeas (white),100 KG,13100.0,2764,10,10672.207409703462,2014-07-23,51,40,3
2014-07-15,Dandume,Groundnuts (shelled),100 KG,19750.0,2765,80,13910.741622927017,2014-09-09,106,24,4
2014-08-15,Dandume,Bread,Unit,181.5,2963,11,151.11557012635882,2015-07-16,53,38,4
2014-08-15,Dandume,"Cassava meal (gari, yellow)",100 KG,8800.0,2964,65,7528.662370420395,2015-08-14,81,15,2
2014-08-15,Dandume,Gari (white),100 KG,7125.0,2965,49,5788.6051869005,2015-05-27,60,8,2
2014-08-15,Dandume,Maize (white),100 KG,4525.0,2966,24,3990.5410139724086,2014-11-03,34,7,3
2014-08-15,Dandume,Maize (yellow),100 KG,5525.0,2967,61,4900.252528186533,2015-05-19,103,38,2
2014-08-15,Dandume,Millet,100 KG,6400.0,2968,59,4637.580435564407,2015-06-09,73,10,0
2014-08-15,Dandume,Rice (imported),50 KG,10725.0,2969,28,7950.713930302826,2015-04-02,70,38,2
2014-08-15,Dandume,Rice (local),100 KG,14875.0,2970,21,10663.700872753707,2015-07-23,34,10,1
2014-08-15,Dandume,Sorghum (brown),100 KG,4700.0,2971,71,4228.548550773415,2014-09-12,95,24,3
2014-08-15,Dandume,Sorghum (white),100 KG,5000.0,2972,46,4035.8334339486305,2015-03-14,86,37,4
2014-08-15,Dandume,Yam,100 KG,7785.75,2973,71,5512.395931883936,2014-10-30,115,44,0
2014-08-15,Dandume,Fuel (diesel),L,165.0,2974,21,130.7779506353869,2014-10-24,67,45,3
2014-08-15,Dandume,Fuel (petrol-gasoline),L,97.0,2975,67,79.62804395936094,2014-11-23,86,15,4
2014-08-15,Dandume,Oil (palm),L,1337.5,2976,57,988.0196829991038,2015-04-07,105,48,4
2014-08-15,Dandume,Cowpeas (brown),100 KG,14825.0,2977,32,11700.111644868453,2015-02-25,61,29,4
2014-08-15,Dandume,Cowpeas (white),100 KG,13850.0,2978,80,10881.828483239373,2014-09-01,95,12,2
2014-08-15,Dandume,Groundnuts (shelled),100 KG,19750.0,2979,87,13957.106465879664,2014-12-10,92,4,1
2014-09-15,Dandume,Bread,Unit,160.57,3183,53,121.12370411838492,2015-07-19,88,35,1
2014-09-15,Dandume,"Cassava meal (gari, yellow)",100 KG,8640.0,3184,38,7065.956563178128,2015-08-06,58,18,3
2014-09-15,Dandume,Gari (white),100 KG,7400.0,3185,1,6107.362359284929,2015-01-08,32,27,3
2014-09-15,Dandume,Maize (white),100 KG,4052.0,3186,16,2877.8362370054433,2014-12-08,61,44,4
2014-09-15,Dandume,Maize (yellow),100 KG,5020.0,3187,82,4017.5680886747277,2015-08-06,85,3,4
2014-09-15,Dandume,Millet,100 KG,5840.0,3188,30,4689.881465584907,2014-12-11,33,1,3
2014-09-15,Dandume,Rice (imported),50 KG,10240.0,3189,53,7575.241073884455,2015-01-04,84,29,3
